API,Interface,Specification,Microsoft Edge,Google Chrome,Mozilla Firefox,Apple Safari,Documents
constructor,AbstractView,True,False,False,False,False,"dom2views"
document,AbstractView,True,False,False,False,False,"dom2views"
length,AbstractView,True,False,False,False,False,"dom2views"
name,AbstractView,True,False,False,False,False,"dom2views"
prototype,AbstractView,True,False,False,False,False,"dom2views"
constructor,AbstractWorker,True,False,False,False,False,"workers"
length,AbstractWorker,True,False,False,False,False,"workers"
name,AbstractWorker,True,False,False,False,False,"workers"
onerror,AbstractWorker,True,False,False,False,False,"workers"
prototype,AbstractWorker,True,False,False,False,False,"workers"
arguments,AnalyserNode,False,True,True,False,False,""
caller,AnalyserNode,False,True,True,False,False,""
constructor,AnalyserNode,True,True,True,True,True,"webaudio"
fftSize,AnalyserNode,True,True,True,True,True,"webaudio"
frequencyBinCount,AnalyserNode,True,True,True,True,True,"webaudio"
getByteFrequencyData,AnalyserNode,True,True,True,True,True,"webaudio"
getByteTimeDomainData,AnalyserNode,True,True,True,True,True,"webaudio"
getFloatFrequencyData,AnalyserNode,True,True,True,True,True,"webaudio"
getFloatTimeDomainData,AnalyserNode,True,True,True,True,False,"webaudio"
length,AnalyserNode,True,False,True,True,True,"webaudio"
maxDecibels,AnalyserNode,True,True,True,True,True,"webaudio"
minDecibels,AnalyserNode,True,True,True,True,True,"webaudio"
name,AnalyserNode,True,True,True,True,False,"webaudio"
prototype,AnalyserNode,True,True,True,True,True,"webaudio"
smoothingTimeConstant,AnalyserNode,True,True,True,True,True,"webaudio"
cancel,Animation,True,False,False,True,False,"animations"
constructor,Animation,True,False,False,True,False,"animations"
currentTime,Animation,True,False,False,True,False,"animations"
effect,Animation,True,False,False,True,False,"animations"
finish,Animation,True,False,False,True,False,"animations"
finished,Animation,True,False,False,True,False,"animations"
id,Animation,False,False,False,True,False,""
length,Animation,True,False,False,True,False,"animations"
name,Animation,True,False,False,True,False,"animations"
oncancel,Animation,False,False,False,True,False,""
onfinish,Animation,False,False,False,True,False,""
pause,Animation,True,False,False,True,False,"animations"
play,Animation,True,False,False,True,False,"animations"
playbackRate,Animation,True,False,False,True,False,"animations"
playState,Animation,True,False,False,True,False,"animations"
prototype,Animation,True,False,False,True,False,"animations"
ready,Animation,True,False,False,True,False,"animations"
reverse,Animation,True,False,False,True,False,"animations"
startTime,Animation,True,False,False,True,False,"animations"
timeline,Animation,True,False,False,True,False,"animations"
computedTiming,AnimationEffectReadOnly,True,False,False,False,False,"animations"
constructor,AnimationEffectReadOnly,True,False,False,True,False,"animations"
getComputedTiming,AnimationEffectReadOnly,False,False,False,True,False,""
length,AnimationEffectReadOnly,True,False,False,True,False,"animations"
name,AnimationEffectReadOnly,True,False,False,True,False,"animations"
prototype,AnimationEffectReadOnly,True,False,False,True,False,"animations"
timing,AnimationEffectReadOnly,True,False,False,True,False,"animations"
constructor,AnimationEffectTiming,True,False,False,False,False,"animations"
delay,AnimationEffectTiming,True,False,False,False,False,"animations"
direction,AnimationEffectTiming,True,False,False,False,False,"animations"
duration,AnimationEffectTiming,True,False,False,False,False,"animations"
easing,AnimationEffectTiming,True,False,False,False,False,"animations"
endDelay,AnimationEffectTiming,True,False,False,False,False,"animations"
fill,AnimationEffectTiming,True,False,False,False,False,"animations"
iterations,AnimationEffectTiming,True,False,False,False,False,"animations"
iterationStart,AnimationEffectTiming,True,False,False,False,False,"animations"
length,AnimationEffectTiming,True,False,False,False,False,"animations"
name,AnimationEffectTiming,True,False,False,False,False,"animations"
prototype,AnimationEffectTiming,True,False,False,False,False,"animations"
constructor,AnimationEffectTimingReadOnly,True,False,False,True,False,"animations"
delay,AnimationEffectTimingReadOnly,True,False,False,True,False,"animations"
direction,AnimationEffectTimingReadOnly,True,False,False,True,False,"animations"
duration,AnimationEffectTimingReadOnly,True,False,False,True,False,"animations"
easing,AnimationEffectTimingReadOnly,True,False,False,True,False,"animations"
endDelay,AnimationEffectTimingReadOnly,True,False,False,True,False,"animations"
fill,AnimationEffectTimingReadOnly,True,False,False,True,False,"animations"
iterations,AnimationEffectTimingReadOnly,True,False,False,True,False,"animations"
iterationStart,AnimationEffectTimingReadOnly,True,False,False,True,False,"animations"
length,AnimationEffectTimingReadOnly,True,False,False,True,False,"animations"
name,AnimationEffectTimingReadOnly,True,False,False,True,False,"animations"
prototype,AnimationEffectTimingReadOnly,True,False,False,True,False,"animations"
animationName,AnimationEvent,True,True,True,True,True,"css-animations-1"
arguments,AnimationEvent,False,True,True,False,False,""
caller,AnimationEvent,False,True,True,False,False,""
constructor,AnimationEvent,True,True,True,True,True,"css-animations-1"
elapsedTime,AnimationEvent,True,True,True,True,True,"css-animations-1"
initAnimationEvent,AnimationEvent,False,True,False,False,False,""
length,AnimationEvent,True,False,True,True,True,"css-animations-1"
name,AnimationEvent,True,True,True,True,False,"css-animations-1"
prototype,AnimationEvent,True,True,True,True,True,"css-animations-1"
pseudoElement,AnimationEvent,True,False,False,True,False,"css-animations-1"
constructor,AnimationTimeline,True,False,False,True,False,"animations"
currentTime,AnimationTimeline,True,False,False,True,False,"animations"
getAnimations,AnimationTimeline,True,False,False,False,False,"animations"
length,AnimationTimeline,True,False,False,True,False,"animations"
name,AnimationTimeline,True,False,False,True,False,"animations"
prototype,AnimationTimeline,True,False,False,True,False,"animations"
abort,ApplicationCache,True,True,True,False,False,"html51"
addEventListener,ApplicationCache,False,False,False,False,False,""
arguments,ApplicationCache,False,True,True,False,False,""
caller,ApplicationCache,False,True,True,False,False,""
CHECKING,ApplicationCache,True,True,True,False,False,"html51"
constructor,ApplicationCache,True,True,True,False,False,"html51"
dispatchEvent,ApplicationCache,False,False,False,False,False,""
DOWNLOADING,ApplicationCache,True,True,True,False,False,"html51"
IDLE,ApplicationCache,True,True,True,False,False,"html51"
length,ApplicationCache,True,False,True,False,False,"html51"
name,ApplicationCache,True,True,True,False,False,"html51"
OBSOLETE,ApplicationCache,True,True,True,False,False,"html51"
oncached,ApplicationCache,True,True,True,False,False,"html51"
onchecking,ApplicationCache,True,True,True,False,False,"html51"
ondownloading,ApplicationCache,True,True,True,False,False,"html51"
onerror,ApplicationCache,True,True,True,False,False,"html51"
onnoupdate,ApplicationCache,True,True,True,False,False,"html51"
onobsolete,ApplicationCache,True,True,True,False,False,"html51"
onprogress,ApplicationCache,True,True,True,False,False,"html51"
onupdateready,ApplicationCache,True,True,True,False,False,"html51"
prototype,ApplicationCache,True,True,True,False,False,"html51"
removeEventListener,ApplicationCache,False,False,False,False,False,""
status,ApplicationCache,True,True,True,False,False,"html51"
swapCache,ApplicationCache,True,True,True,False,False,"html51"
UNCACHED,ApplicationCache,True,True,True,False,False,"html51"
update,ApplicationCache,True,True,True,False,False,"html51"
UPDATEREADY,ApplicationCache,True,True,True,False,False,"html51"
arguments,AriaRequestEvent,False,True,False,False,False,""
attributeName,AriaRequestEvent,True,True,False,False,False,"wapa"
attributeValue,AriaRequestEvent,True,True,False,False,False,"wapa"
caller,AriaRequestEvent,False,True,False,False,False,""
constructor,AriaRequestEvent,True,True,False,False,False,"wapa"
length,AriaRequestEvent,True,False,False,False,False,"wapa"
name,AriaRequestEvent,True,True,False,False,False,"wapa"
prototype,AriaRequestEvent,True,True,False,False,False,"wapa"
arguments,Array,False,True,True,False,False,""
caller,Array,False,True,True,False,False,""
concat,Array,True,True,True,True,True,"es6"
constructor,Array,True,True,True,True,True,"es6"
copyWithin,Array,True,True,True,True,True,"es6"
entries,Array,True,True,True,True,True,"es6"
every,Array,True,True,True,True,True,"es6"
fill,Array,True,True,True,True,True,"es6"
filter,Array,True,True,True,True,True,"es6"
find,Array,True,True,True,True,True,"es6"
findIndex,Array,True,True,True,True,True,"es6"
forEach,Array,True,True,True,True,True,"es6"
from,Array,True,True,True,True,True,"es6"
includes,Array,False,False,True,True,True,""
indexOf,Array,True,True,True,True,True,"es6"
isArray,Array,True,True,True,True,True,"es6"
join,Array,True,True,True,True,True,"es6"
keys,Array,True,True,True,True,True,"es6"
lastIndexOf,Array,True,True,True,True,True,"es6"
length,Array,True,True,True,True,True,"es6"
map,Array,True,True,True,True,True,"es6"
name,Array,True,True,True,True,True,"es6"
observe,Array,False,False,True,False,False,""
of,Array,True,True,True,True,True,"es6"
pop,Array,True,True,True,True,True,"es6"
prototype,Array,True,True,True,True,True,"es6"
push,Array,True,True,True,True,True,"es6"
reduce,Array,True,True,True,True,True,"es6"
reduceRight,Array,True,True,True,True,True,"es6"
reverse,Array,True,True,True,True,True,"es6"
shift,Array,True,True,True,True,True,"es6"
slice,Array,True,True,True,True,True,"es6"
some,Array,True,True,True,True,True,"es6"
sort,Array,True,True,True,True,True,"es6"
splice,Array,True,True,True,True,True,"es6"
toLocaleString,Array,True,True,True,True,False,"es6"
toSource,Array,False,False,False,True,False,""
toString,Array,True,True,True,True,True,"es6"
unobserve,Array,False,False,True,False,False,""
unshift,Array,True,True,True,True,True,"es6"
values,Array,True,True,False,False,True,"es6"
arguments,ArrayBuffer,False,True,True,False,False,""
byteLength,ArrayBuffer,True,True,True,True,False,"es6"
caller,ArrayBuffer,False,True,True,False,False,""
constructor,ArrayBuffer,True,True,True,True,True,"es6"
isView,ArrayBuffer,True,True,True,True,True,"es6"
length,ArrayBuffer,True,True,True,True,True,"es6"
name,ArrayBuffer,True,True,True,True,True,"es6"
prototype,ArrayBuffer,True,True,True,True,True,"es6"
slice,ArrayBuffer,True,True,True,True,True,"es6"
transfer,ArrayBuffer,False,True,False,False,False,""
arguments,Attr,False,True,True,False,False,""
caller,Attr,False,True,True,False,False,""
constructor,Attr,True,True,True,True,True,"dom,dom2core,dom3core"
expando,Attr,False,False,False,False,False,""
isId,Attr,True,False,False,False,True,"dom3core"
length,Attr,True,False,True,True,True,"dom,dom2core,dom3core"
localName,Attr,True,False,True,True,False,"dom"
name,Attr,True,True,True,True,True,"dom,dom2core,dom3core"
namespaceURI,Attr,True,False,True,True,False,"dom"
nodeName,Attr,True,False,False,False,False,"dom"
nodeValue,Attr,True,False,True,False,False,"dom"
ownerElement,Attr,True,True,True,True,True,"dom,dom2core,dom3core"
prefix,Attr,True,True,True,True,False,"dom"
prototype,Attr,True,True,True,True,True,"dom,dom2core,dom3core"
schemaTypeInfo,Attr,True,False,False,False,False,"dom3core"
specified,Attr,True,True,True,True,True,"dom,dom2core,dom3core"
textContent,Attr,True,False,True,False,False,"dom"
value,Attr,True,True,True,True,True,"dom,dom2core,dom3core"
arguments,AudioBuffer,False,True,True,False,False,""
caller,AudioBuffer,False,True,True,False,False,""
constructor,AudioBuffer,True,True,True,True,True,"webaudio"
copyFromChannel,AudioBuffer,True,True,True,True,False,"webaudio"
copyToChannel,AudioBuffer,True,True,True,True,False,"webaudio"
duration,AudioBuffer,True,True,True,True,True,"webaudio"
gain,AudioBuffer,False,False,False,False,True,""
getChannelData,AudioBuffer,True,True,True,True,True,"webaudio"
length,AudioBuffer,True,True,True,True,True,"webaudio"
name,AudioBuffer,True,True,True,True,False,"webaudio"
numberOfChannels,AudioBuffer,True,True,True,True,True,"webaudio"
prototype,AudioBuffer,True,True,True,True,True,"webaudio"
sampleRate,AudioBuffer,True,True,True,True,True,"webaudio"
addEventListener,AudioBufferSourceNode,False,False,True,False,False,""
arguments,AudioBufferSourceNode,False,True,True,False,False,""
buffer,AudioBufferSourceNode,True,True,True,True,False,"webaudio"
caller,AudioBufferSourceNode,False,True,True,False,False,""
channelCount,AudioBufferSourceNode,False,False,True,False,False,""
channelCountMode,AudioBufferSourceNode,False,False,True,False,False,""
channelInterpretation,AudioBufferSourceNode,False,False,True,False,False,""
connect,AudioBufferSourceNode,False,False,True,False,False,""
constructor,AudioBufferSourceNode,True,True,True,True,True,"webaudio"
context,AudioBufferSourceNode,False,False,True,False,False,""
detune,AudioBufferSourceNode,True,True,True,True,False,"webaudio"
disconnect,AudioBufferSourceNode,False,False,True,False,False,""
dispatchEvent,AudioBufferSourceNode,False,False,True,False,False,""
FINISHED_STATE,AudioBufferSourceNode,False,False,False,False,True,""
gain,AudioBufferSourceNode,False,False,False,False,True,""
length,AudioBufferSourceNode,True,False,True,True,True,"webaudio"
loop,AudioBufferSourceNode,True,True,True,True,True,"webaudio"
loopEnd,AudioBufferSourceNode,True,True,True,True,True,"webaudio"
looping,AudioBufferSourceNode,False,False,False,False,True,""
loopStart,AudioBufferSourceNode,True,True,True,True,True,"webaudio"
name,AudioBufferSourceNode,True,True,True,True,False,"webaudio"
noteGrainOn,AudioBufferSourceNode,False,False,False,False,True,""
noteOff,AudioBufferSourceNode,False,False,False,False,True,""
noteOn,AudioBufferSourceNode,False,False,False,False,True,""
numberOfInputs,AudioBufferSourceNode,False,False,True,False,False,""
numberOfOutputs,AudioBufferSourceNode,False,False,True,False,False,""
onended,AudioBufferSourceNode,True,True,True,True,True,"webaudio"
playbackRate,AudioBufferSourceNode,True,True,True,True,True,"webaudio"
playbackState,AudioBufferSourceNode,False,False,False,False,True,""
PLAYING_STATE,AudioBufferSourceNode,False,False,False,False,True,""
prototype,AudioBufferSourceNode,True,True,True,True,True,"webaudio"
removeEventListener,AudioBufferSourceNode,False,False,True,False,False,""
SCHEDULED_STATE,AudioBufferSourceNode,False,False,False,False,True,""
start,AudioBufferSourceNode,True,True,True,True,True,"webaudio"
stop,AudioBufferSourceNode,True,True,True,True,True,"webaudio"
UNSCHEDULED_STATE,AudioBufferSourceNode,False,False,False,False,True,""
arguments,AudioContext,False,True,True,False,False,""
caller,AudioContext,False,True,True,False,False,""
close,AudioContext,False,False,True,True,False,""
constructor,AudioContext,True,True,True,True,False,"webaudio"
createAnalyser,AudioContext,False,True,True,True,False,""
createBiquadFilter,AudioContext,False,True,True,True,False,""
createBuffer,AudioContext,False,True,True,True,False,""
createBufferSource,AudioContext,False,True,True,True,False,""
createChannelMerger,AudioContext,False,True,True,True,False,""
createChannelSplitter,AudioContext,False,True,True,True,False,""
createConvolver,AudioContext,False,True,True,True,False,""
createDelay,AudioContext,False,True,True,True,False,""
createDynamicsCompressor,AudioContext,False,True,True,True,False,""
createGain,AudioContext,False,True,True,True,False,""
createMediaElementSource,AudioContext,True,True,True,True,False,"webaudio"
createMediaStreamDestination,AudioContext,True,False,True,True,False,"webaudio"
createMediaStreamSource,AudioContext,True,True,True,True,False,"webaudio"
createOscillator,AudioContext,False,True,True,True,False,""
createPanner,AudioContext,False,True,True,True,False,""
createPeriodicWave,AudioContext,False,True,True,True,False,""
createScriptProcessor,AudioContext,False,True,True,True,False,""
createStereoPanner,AudioContext,False,True,True,True,False,""
createWaveShaper,AudioContext,False,True,True,True,False,""
currentTime,AudioContext,False,True,True,True,False,""
decodeAudioData,AudioContext,False,True,True,True,False,""
destination,AudioContext,False,True,True,True,False,""
length,AudioContext,True,False,True,True,False,"webaudio"
listener,AudioContext,False,True,True,True,False,""
name,AudioContext,True,True,True,True,False,"webaudio"
onstatechange,AudioContext,False,False,True,True,False,""
prototype,AudioContext,True,True,True,True,False,"webaudio"
resume,AudioContext,False,False,True,True,False,""
sampleRate,AudioContext,False,True,True,True,False,""
state,AudioContext,False,False,True,True,False,""
suspend,AudioContext,False,False,True,True,False,""
arguments,AudioDestinationNode,False,True,True,False,False,""
caller,AudioDestinationNode,False,True,True,False,False,""
constructor,AudioDestinationNode,True,True,True,True,True,"webaudio"
length,AudioDestinationNode,True,False,True,True,True,"webaudio"
maxChannelCount,AudioDestinationNode,True,True,True,True,True,"webaudio"
name,AudioDestinationNode,True,True,True,True,False,"webaudio"
prototype,AudioDestinationNode,True,True,True,True,True,"webaudio"
arguments,AudioListener,False,True,True,False,False,""
caller,AudioListener,False,True,True,False,False,""
constructor,AudioListener,True,True,True,True,True,"webaudio"
dopplerFactor,AudioListener,False,True,True,True,False,""
length,AudioListener,True,False,True,True,True,"webaudio"
name,AudioListener,True,True,True,True,False,"webaudio"
prototype,AudioListener,True,True,True,True,True,"webaudio"
setOrientation,AudioListener,True,True,True,True,True,"webaudio"
setPosition,AudioListener,True,True,True,True,True,"webaudio"
setVelocity,AudioListener,False,True,True,True,True,""
speedOfSound,AudioListener,False,True,True,True,False,""
addEventListener,AudioNode,False,False,False,False,True,""
arguments,AudioNode,False,True,True,False,False,""
caller,AudioNode,False,True,True,False,False,""
channelCount,AudioNode,True,True,True,True,True,"webaudio"
channelCountMode,AudioNode,True,True,True,True,True,"webaudio"
channelInterpretation,AudioNode,True,True,True,True,True,"webaudio"
connect,AudioNode,True,True,True,True,True,"webaudio"
constructor,AudioNode,True,True,True,True,True,"webaudio"
context,AudioNode,True,True,True,True,True,"webaudio"
disconnect,AudioNode,True,True,True,True,True,"webaudio"
dispatchEvent,AudioNode,False,False,False,False,True,""
length,AudioNode,True,False,True,True,True,"webaudio"
name,AudioNode,True,True,True,True,False,"webaudio"
numberOfInputs,AudioNode,True,True,True,True,True,"webaudio"
numberOfOutputs,AudioNode,True,True,True,True,True,"webaudio"
prototype,AudioNode,True,True,True,True,True,"webaudio"
removeEventListener,AudioNode,False,False,False,False,True,""
arguments,AudioParam,False,True,True,False,False,""
caller,AudioParam,False,True,True,False,False,""
cancelScheduledValues,AudioParam,True,True,True,True,True,"webaudio"
constructor,AudioParam,True,True,True,True,True,"webaudio"
defaultValue,AudioParam,True,True,True,True,True,"webaudio"
exponentialRampToValueAtTime,AudioParam,True,True,True,True,True,"webaudio"
length,AudioParam,True,False,True,True,True,"webaudio"
linearRampToValueAtTime,AudioParam,True,True,True,True,True,"webaudio"
maxValue,AudioParam,False,False,False,False,True,""
minValue,AudioParam,False,False,False,False,True,""
name,AudioParam,True,True,True,True,True,"webaudio"
prototype,AudioParam,True,True,True,True,True,"webaudio"
setTargetAtTime,AudioParam,True,True,True,True,True,"webaudio"
setTargetValueAtTime,AudioParam,False,False,False,False,True,""
setValueAtTime,AudioParam,True,True,True,True,True,"webaudio"
setValueCurveAtTime,AudioParam,True,True,True,True,True,"webaudio"
units,AudioParam,False,False,False,False,True,""
value,AudioParam,True,True,True,True,True,"webaudio"
constructor,AudioProcessEvent,True,False,False,False,False,"webaudio"
inputs,AudioProcessEvent,True,False,False,False,False,"webaudio"
length,AudioProcessEvent,True,False,False,False,False,"webaudio"
name,AudioProcessEvent,True,False,False,False,False,"webaudio"
node,AudioProcessEvent,True,False,False,False,False,"webaudio"
outputs,AudioProcessEvent,True,False,False,False,False,"webaudio"
parameters,AudioProcessEvent,True,False,False,False,False,"webaudio"
playbackTime,AudioProcessEvent,True,False,False,False,False,"webaudio"
prototype,AudioProcessEvent,True,False,False,False,False,"webaudio"
arguments,AudioProcessingEvent,False,True,True,False,False,""
caller,AudioProcessingEvent,False,True,True,False,False,""
constructor,AudioProcessingEvent,True,True,True,True,True,"webaudio"
inputBuffer,AudioProcessingEvent,True,True,True,True,True,"webaudio"
length,AudioProcessingEvent,True,False,True,True,True,"webaudio"
name,AudioProcessingEvent,True,True,True,True,False,"webaudio"
outputBuffer,AudioProcessingEvent,True,True,True,True,True,"webaudio"
playbackTime,AudioProcessingEvent,True,True,True,True,True,"webaudio"
prototype,AudioProcessingEvent,True,True,True,True,True,"webaudio"
arguments,AudioTrack,False,True,False,False,False,""
caller,AudioTrack,False,True,False,False,False,""
constructor,AudioTrack,True,True,False,False,False,"html51,media-source"
enabled,AudioTrack,True,True,False,False,False,"html51"
id,AudioTrack,True,True,False,False,False,"html51"
kind,AudioTrack,True,True,False,False,False,"html51"
label,AudioTrack,True,True,False,False,False,"html51"
language,AudioTrack,True,True,False,False,False,"html51"
length,AudioTrack,True,False,False,False,False,"html51,media-source"
name,AudioTrack,True,True,False,False,False,"html51,media-source"
prototype,AudioTrack,True,True,False,False,False,"html51,media-source"
sourceBuffer,AudioTrack,True,True,False,False,False,"media-source"
addEventListener,AudioTrackList,False,False,False,False,False,""
arguments,AudioTrackList,False,True,False,False,False,""
caller,AudioTrackList,False,True,False,False,False,""
constructor,AudioTrackList,True,True,False,False,False,"html51"
dispatchEvent,AudioTrackList,False,False,False,False,False,""
getTrackById,AudioTrackList,True,True,False,False,False,"html51"
item,AudioTrackList,False,True,False,False,False,""
length,AudioTrackList,True,True,False,False,False,"html51"
name,AudioTrackList,True,True,False,False,False,"html51"
onaddtrack,AudioTrackList,True,True,False,False,False,"html51"
onchange,AudioTrackList,True,True,False,False,False,"html51"
onremovetrack,AudioTrackList,True,True,False,False,False,"html51"
prototype,AudioTrackList,True,True,False,False,False,"html51"
removeEventListener,AudioTrackList,False,False,False,False,False,""
addParameter,AudioWorker,True,False,False,False,False,"webaudio"
constructor,AudioWorker,True,False,False,False,False,"webaudio"
createNode,AudioWorker,True,False,False,False,False,"webaudio"
length,AudioWorker,True,False,False,False,False,"webaudio"
name,AudioWorker,True,False,False,False,False,"webaudio"
onloaded,AudioWorker,True,False,False,False,False,"webaudio"
onmessage,AudioWorker,True,False,False,False,False,"webaudio"
parameters,AudioWorker,True,False,False,False,False,"webaudio"
postMessage,AudioWorker,True,False,False,False,False,"webaudio"
prototype,AudioWorker,True,False,False,False,False,"webaudio"
removeParameter,AudioWorker,True,False,False,False,False,"webaudio"
terminate,AudioWorker,True,False,False,False,False,"webaudio"
addParameter,AudioWorkerGlobalScope,True,False,False,False,False,"webaudio"
constructor,AudioWorkerGlobalScope,True,False,False,False,False,"webaudio"
length,AudioWorkerGlobalScope,True,False,False,False,False,"webaudio"
name,AudioWorkerGlobalScope,True,False,False,False,False,"webaudio"
onaudioprocess,AudioWorkerGlobalScope,True,False,False,False,False,"webaudio"
onnodecreate,AudioWorkerGlobalScope,True,False,False,False,False,"webaudio"
parameters,AudioWorkerGlobalScope,True,False,False,False,False,"webaudio"
prototype,AudioWorkerGlobalScope,True,False,False,False,False,"webaudio"
removeParameter,AudioWorkerGlobalScope,True,False,False,False,False,"webaudio"
sampleRate,AudioWorkerGlobalScope,True,False,False,False,False,"webaudio"
constructor,AudioWorkerNode,True,False,False,False,False,"webaudio"
length,AudioWorkerNode,True,False,False,False,False,"webaudio"
name,AudioWorkerNode,True,False,False,False,False,"webaudio"
onmessage,AudioWorkerNode,True,False,False,False,False,"webaudio"
postMessage,AudioWorkerNode,True,False,False,False,False,"webaudio"
prototype,AudioWorkerNode,True,False,False,False,False,"webaudio"
constructor,AudioWorkerNodeCreationEvent,True,False,False,False,False,"webaudio"
inputs,AudioWorkerNodeCreationEvent,True,False,False,False,False,"webaudio"
length,AudioWorkerNodeCreationEvent,True,False,False,False,False,"webaudio"
name,AudioWorkerNodeCreationEvent,True,False,False,False,False,"webaudio"
node,AudioWorkerNodeCreationEvent,True,False,False,False,False,"webaudio"
outputs,AudioWorkerNodeCreationEvent,True,False,False,False,False,"webaudio"
prototype,AudioWorkerNodeCreationEvent,True,False,False,False,False,"webaudio"
constructor,AudioWorkerNodeProcessor,True,False,False,False,False,"webaudio"
length,AudioWorkerNodeProcessor,True,False,False,False,False,"webaudio"
name,AudioWorkerNodeProcessor,True,False,False,False,False,"webaudio"
onmessage,AudioWorkerNodeProcessor,True,False,False,False,False,"webaudio"
postMessage,AudioWorkerNodeProcessor,True,False,False,False,False,"webaudio"
prototype,AudioWorkerNodeProcessor,True,False,False,False,False,"webaudio"
constructor,AudioWorkerParamDescriptor,True,False,False,False,False,"webaudio"
defaultValue,AudioWorkerParamDescriptor,True,False,False,False,False,"webaudio"
length,AudioWorkerParamDescriptor,True,False,False,False,False,"webaudio"
name,AudioWorkerParamDescriptor,True,False,False,False,False,"webaudio"
prototype,AudioWorkerParamDescriptor,True,False,False,False,False,"webaudio"
arguments,AutocompleteErrorEvent,False,False,True,False,False,""
caller,AutocompleteErrorEvent,False,False,True,False,False,""
constructor,AutocompleteErrorEvent,True,False,True,False,False,"html51"
length,AutocompleteErrorEvent,True,False,True,False,False,"html51"
name,AutocompleteErrorEvent,True,False,True,False,False,"html51"
prototype,AutocompleteErrorEvent,True,False,True,False,False,"html51"
reason,AutocompleteErrorEvent,True,False,True,False,False,"html51"
arguments,BarProp,False,True,True,False,False,""
caller,BarProp,False,True,True,False,False,""
constructor,BarProp,True,True,True,True,True,"html51"
length,BarProp,True,False,True,True,True,"html51"
name,BarProp,True,True,True,True,False,"html51"
prototype,BarProp,True,True,True,True,True,"html51"
visible,BarProp,True,True,True,True,True,"html51"
close,BaseAudioContext,True,False,False,False,False,"webaudio"
constructor,BaseAudioContext,True,False,False,False,False,"webaudio"
createAnalyser,BaseAudioContext,True,False,False,False,False,"webaudio"
createAudioWorker,BaseAudioContext,True,False,False,False,False,"webaudio"
createBiquadFilter,BaseAudioContext,True,False,False,False,False,"webaudio"
createBuffer,BaseAudioContext,True,False,False,False,False,"webaudio"
createBufferSource,BaseAudioContext,True,False,False,False,False,"webaudio"
createChannelMerger,BaseAudioContext,True,False,False,False,False,"webaudio"
createChannelSplitter,BaseAudioContext,True,False,False,False,False,"webaudio"
createConvolver,BaseAudioContext,True,False,False,False,False,"webaudio"
createDelay,BaseAudioContext,True,False,False,False,False,"webaudio"
createDynamicsCompressor,BaseAudioContext,True,False,False,False,False,"webaudio"
createGain,BaseAudioContext,True,False,False,False,False,"webaudio"
createIIRFilter,BaseAudioContext,True,False,False,False,False,"webaudio"
createOscillator,BaseAudioContext,True,False,False,False,False,"webaudio"
createPanner,BaseAudioContext,True,False,False,False,False,"webaudio"
createPeriodicWave,BaseAudioContext,True,False,False,False,False,"webaudio"
createScriptProcessor,BaseAudioContext,True,False,False,False,False,"webaudio"
createSpatialPanner,BaseAudioContext,True,False,False,False,False,"webaudio"
createStereoPanner,BaseAudioContext,True,False,False,False,False,"webaudio"
createWaveShaper,BaseAudioContext,True,False,False,False,False,"webaudio"
currentTime,BaseAudioContext,True,False,False,False,False,"webaudio"
decodeAudioData,BaseAudioContext,True,False,False,False,False,"webaudio"
destination,BaseAudioContext,True,False,False,False,False,"webaudio"
length,BaseAudioContext,True,False,False,False,False,"webaudio"
listener,BaseAudioContext,True,False,False,False,False,"webaudio"
name,BaseAudioContext,True,False,False,False,False,"webaudio"
onstatechange,BaseAudioContext,True,False,False,False,False,"webaudio"
prototype,BaseAudioContext,True,False,False,False,False,"webaudio"
resume,BaseAudioContext,True,False,False,False,False,"webaudio"
sampleRate,BaseAudioContext,True,False,False,False,False,"webaudio"
state,BaseAudioContext,True,False,False,False,False,"webaudio"
suspend,BaseAudioContext,True,False,False,False,False,"webaudio"
arguments,BatteryManager,False,False,True,False,False,""
caller,BatteryManager,False,False,True,False,False,""
charging,BatteryManager,True,False,True,True,False,"battery-status"
chargingTime,BatteryManager,True,False,True,True,False,"battery-status"
constructor,BatteryManager,True,False,True,True,False,"battery-status"
dischargingTime,BatteryManager,True,False,True,True,False,"battery-status"
length,BatteryManager,True,False,True,True,False,"battery-status"
level,BatteryManager,True,False,True,True,False,"battery-status"
name,BatteryManager,True,False,True,True,False,"battery-status"
onchargingchange,BatteryManager,True,False,True,True,False,"battery-status"
onchargingtimechange,BatteryManager,True,False,True,True,False,"battery-status"
ondischargingtimechange,BatteryManager,True,False,True,True,False,"battery-status"
onlevelchange,BatteryManager,True,False,True,True,False,"battery-status"
prototype,BatteryManager,True,False,True,True,False,"battery-status"
constructor,BeforeEvictEvent,True,False,False,False,False,"quota-api"
length,BeforeEvictEvent,True,False,False,False,False,"quota-api"
name,BeforeEvictEvent,True,False,False,False,False,"quota-api"
prototype,BeforeEvictEvent,True,False,False,False,False,"quota-api"
requestedBytes,BeforeEvictEvent,True,False,False,False,False,"quota-api"
arguments,BeforeUnloadEvent,False,True,True,False,False,""
caller,BeforeUnloadEvent,False,True,True,False,False,""
constructor,BeforeUnloadEvent,True,True,True,True,True,"html51"
length,BeforeUnloadEvent,True,False,True,True,True,"html51"
name,BeforeUnloadEvent,True,True,True,True,False,"html51"
prototype,BeforeUnloadEvent,True,True,True,True,True,"html51"
