API,Interface,Specification,Microsoft Edge,Google Chrome,Mozilla Firefox,Apple Safari,Documents
webkitStorageInfo,Window,False,False,True,False,False,""
webkitURL,Window,False,True,False,False,False,""
window,Window,True,True,True,True,True,"html51"
atob,WindowBase64,True,False,False,False,False,"html51"
btoa,WindowBase64,True,False,False,False,False,"html51"
constructor,WindowBase64,True,False,False,False,False,"html51"
length,WindowBase64,True,False,False,False,False,"html51"
name,WindowBase64,True,False,False,False,False,"html51"
prototype,WindowBase64,True,False,False,False,False,"html51"
constructor,WindowClient,True,False,False,False,False,"service-workers"
focus,WindowClient,True,False,False,False,False,"service-workers"
focused,WindowClient,True,False,False,False,False,"service-workers"
length,WindowClient,True,False,False,False,False,"service-workers"
name,WindowClient,True,False,False,False,False,"service-workers"
navigate,WindowClient,True,False,False,False,False,"service-workers"
prototype,WindowClient,True,False,False,False,False,"service-workers"
visibilityState,WindowClient,True,False,False,False,False,"service-workers"
clearInterval,WindowTimers,True,False,False,False,False,"html51"
clearTimeout,WindowTimers,True,False,False,False,False,"html51"
constructor,WindowTimers,True,False,False,False,False,"html51"
length,WindowTimers,True,False,False,False,False,"html51"
name,WindowTimers,True,False,False,False,False,"html51"
prototype,WindowTimers,True,False,False,False,False,"html51"
setInterval,WindowTimers,True,False,False,False,False,"html51"
setTimeout,WindowTimers,True,False,False,False,False,"html51"
addEventListener,Worker,False,False,False,False,False,""
arguments,Worker,False,True,True,False,False,""
caller,Worker,False,True,True,False,False,""
constructor,Worker,True,True,True,True,True,"workers"
dispatchEvent,Worker,False,False,False,False,False,""
length,Worker,True,False,True,True,True,"workers"
name,Worker,True,True,True,True,False,"workers"
onerror,Worker,False,True,True,True,True,""
onmessage,Worker,True,True,True,True,True,"workers"
postMessage,Worker,True,True,True,True,True,"workers"
prototype,Worker,True,True,True,True,True,"workers"
removeEventListener,Worker,False,False,False,False,False,""
terminate,Worker,True,True,True,True,True,"workers"
caches,WorkerGlobalScope,True,False,False,False,False,"service-workers"
close,WorkerGlobalScope,True,False,False,False,False,"workers"
constructor,WorkerGlobalScope,True,False,False,False,False,"service-workers,workers"
crypto,WorkerGlobalScope,True,False,False,False,False,"webcrypto"
fonts,WorkerGlobalScope,True,False,False,False,False,"css-font-loading"
importScripts,WorkerGlobalScope,True,False,False,False,False,"workers"
indexedDB,WorkerGlobalScope,True,False,False,False,False,"indexeddb"
length,WorkerGlobalScope,True,False,False,False,False,"service-workers,workers"
location,WorkerGlobalScope,True,False,False,False,False,"workers"
name,WorkerGlobalScope,True,False,False,False,False,"service-workers,workers"
navigator,WorkerGlobalScope,True,False,False,False,False,"workers"
onerror,WorkerGlobalScope,True,False,False,False,False,"workers"
onlanguagechange,WorkerGlobalScope,True,False,False,False,False,"workers"
onoffline,WorkerGlobalScope,True,False,False,False,False,"workers"
ononline,WorkerGlobalScope,True,False,False,False,False,"workers"
PERSISTENT,WorkerGlobalScope,True,False,False,False,False,"file-system"
prototype,WorkerGlobalScope,True,False,False,False,False,"service-workers,workers"
requestFileSystem,WorkerGlobalScope,True,False,False,False,False,"file-system"
requestFileSystemSync,WorkerGlobalScope,True,False,False,False,False,"file-system"
resolveLocalFileSystemSyncURL,WorkerGlobalScope,True,False,False,False,False,"file-system"
resolveLocalFileSystemURL,WorkerGlobalScope,True,False,False,False,False,"file-system"
self,WorkerGlobalScope,True,False,False,False,False,"workers"
TEMPORARY,WorkerGlobalScope,True,False,False,False,False,"file-system"
constructor,WorkerLocation,True,False,False,False,False,"workers"
length,WorkerLocation,True,False,False,False,False,"workers"
name,WorkerLocation,True,False,False,False,False,"workers"
prototype,WorkerLocation,True,False,False,False,False,"workers"
constructor,WorkerNavigator,True,False,False,False,False,"beacon,service-workers,workers"
length,WorkerNavigator,True,False,False,False,False,"beacon,service-workers,workers"
name,WorkerNavigator,True,False,False,False,False,"beacon,service-workers,workers"
prototype,WorkerNavigator,True,False,False,False,False,"beacon,service-workers,workers"
sendBeacon,WorkerNavigator,True,False,False,False,False,"beacon"
serviceWorker,WorkerNavigator,True,False,False,False,False,"service-workers"
activeElement,XMLDocument,False,False,False,False,True,""
adoptNode,XMLDocument,False,False,False,False,True,""
anchors,XMLDocument,False,False,False,False,True,""
applets,XMLDocument,False,False,False,False,True,""
arguments,XMLDocument,False,True,True,False,False,""
async,XMLDocument,False,False,False,True,False,""
body,XMLDocument,False,False,False,False,True,""
caller,XMLDocument,False,True,True,False,False,""
caretRangeFromPoint,XMLDocument,False,False,False,False,True,""
characterSet,XMLDocument,False,False,False,False,True,""
charset,XMLDocument,False,False,False,False,True,""
childElementCount,XMLDocument,False,False,False,False,True,""
children,XMLDocument,False,False,False,False,True,""
compatMode,XMLDocument,False,False,False,False,True,""
constructor,XMLDocument,True,True,True,True,True,"dom,html51"
contentType,XMLDocument,False,False,False,False,True,""
cookie,XMLDocument,False,False,False,False,True,""
createAttribute,XMLDocument,False,False,False,False,True,""
createAttributeNS,XMLDocument,False,False,False,False,True,""
createCDATASection,XMLDocument,False,False,False,False,True,""
createComment,XMLDocument,False,False,False,False,True,""
createDocumentFragment,XMLDocument,False,False,False,False,True,""
createElement,XMLDocument,False,False,False,False,True,""
createElementNS,XMLDocument,False,False,False,False,True,""
createEntityReference,XMLDocument,False,False,False,False,True,""
createEvent,XMLDocument,False,False,False,False,True,""
createExpression,XMLDocument,False,False,False,False,True,""
createNodeIterator,XMLDocument,False,False,False,False,True,""
createNSResolver,XMLDocument,False,False,False,False,True,""
createProcessingInstruction,XMLDocument,False,False,False,False,True,""
createRange,XMLDocument,False,False,False,False,True,""
createTextNode,XMLDocument,False,False,False,False,True,""
createTreeWalker,XMLDocument,False,False,False,False,True,""
currentScript,XMLDocument,False,False,False,False,True,""
defaultCharset,XMLDocument,False,False,False,False,True,""
defaultView,XMLDocument,False,False,False,False,True,""
doctype,XMLDocument,False,False,False,False,True,""
documentElement,XMLDocument,False,False,False,False,True,""
documentURI,XMLDocument,False,False,False,False,True,""
domain,XMLDocument,False,False,False,False,True,""
elementFromPoint,XMLDocument,False,False,False,False,True,""
evaluate,XMLDocument,False,False,False,False,True,""
execCommand,XMLDocument,False,False,False,False,True,""
firstElementChild,XMLDocument,False,False,False,False,True,""
forms,XMLDocument,False,False,False,False,True,""
getCSSCanvasContext,XMLDocument,False,False,False,False,True,""
getElementById,XMLDocument,False,False,False,False,True,""
getElementsByClassName,XMLDocument,False,False,False,False,True,""
getElementsByName,XMLDocument,False,False,False,False,True,""
getElementsByTagName,XMLDocument,False,False,False,False,True,""
getElementsByTagNameNS,XMLDocument,False,False,False,False,True,""
getOverrideStyle,XMLDocument,False,False,False,False,True,""
getSelection,XMLDocument,False,False,False,False,True,""
hasFocus,XMLDocument,False,False,False,False,True,""
head,XMLDocument,False,False,False,False,True,""
hidden,XMLDocument,False,False,False,False,True,""
images,XMLDocument,False,False,False,False,True,""
implementation,XMLDocument,False,False,False,False,True,""
importNode,XMLDocument,False,False,False,False,True,""
inputEncoding,XMLDocument,False,False,False,False,True,""
lastElementChild,XMLDocument,False,False,False,False,True,""
lastModified,XMLDocument,False,False,False,False,True,""
length,XMLDocument,True,False,True,True,True,"dom,html51"
links,XMLDocument,False,False,False,False,True,""
load,XMLDocument,True,False,False,True,False,"html51"
location,XMLDocument,False,False,True,False,True,""
name,XMLDocument,True,True,True,True,False,"dom,html51"
onabort,XMLDocument,False,False,False,False,True,""
onbeforecopy,XMLDocument,False,False,False,False,True,""
onbeforecut,XMLDocument,False,False,False,False,True,""
onbeforepaste,XMLDocument,False,False,False,False,True,""
onblur,XMLDocument,False,False,False,False,True,""
oncanplay,XMLDocument,False,False,False,False,True,""
oncanplaythrough,XMLDocument,False,False,False,False,True,""
onchange,XMLDocument,False,False,False,False,True,""
onclick,XMLDocument,False,False,False,False,True,""
oncontextmenu,XMLDocument,False,False,False,False,True,""
oncopy,XMLDocument,False,False,False,False,True,""
oncut,XMLDocument,False,False,False,False,True,""
ondblclick,XMLDocument,False,False,False,False,True,""
ondrag,XMLDocument,False,False,False,False,True,""
ondragend,XMLDocument,False,False,False,False,True,""
ondragenter,XMLDocument,False,False,False,False,True,""
ondragleave,XMLDocument,False,False,False,False,True,""
ondragover,XMLDocument,False,False,False,False,True,""
ondragstart,XMLDocument,False,False,False,False,True,""
ondrop,XMLDocument,False,False,False,False,True,""
ondurationchange,XMLDocument,False,False,False,False,True,""
onemptied,XMLDocument,False,False,False,False,True,""
onended,XMLDocument,False,False,False,False,True,""
onerror,XMLDocument,False,False,False,False,True,""
onfocus,XMLDocument,False,False,False,False,True,""
oninput,XMLDocument,False,False,False,False,True,""
oninvalid,XMLDocument,False,False,False,False,True,""
onkeydown,XMLDocument,False,False,False,False,True,""
onkeypress,XMLDocument,False,False,False,False,True,""
onkeyup,XMLDocument,False,False,False,False,True,""
onload,XMLDocument,False,False,False,False,True,""
onloadeddata,XMLDocument,False,False,False,False,True,""
onloadedmetadata,XMLDocument,False,False,False,False,True,""
onloadstart,XMLDocument,False,False,False,False,True,""
onmousedown,XMLDocument,False,False,False,False,True,""
onmouseenter,XMLDocument,False,False,False,False,True,""
onmouseleave,XMLDocument,False,False,False,False,True,""
onmousemove,XMLDocument,False,False,False,False,True,""
onmouseout,XMLDocument,False,False,False,False,True,""
onmouseover,XMLDocument,False,False,False,False,True,""
onmouseup,XMLDocument,False,False,False,False,True,""
onmousewheel,XMLDocument,False,False,False,False,True,""
onpaste,XMLDocument,False,False,False,False,True,""
onpause,XMLDocument,False,False,False,False,True,""
onplay,XMLDocument,False,False,False,False,True,""
onplaying,XMLDocument,False,False,False,False,True,""
onprogress,XMLDocument,False,False,False,False,True,""
onratechange,XMLDocument,False,False,False,False,True,""
onreadystatechange,XMLDocument,False,False,False,False,True,""
onreset,XMLDocument,False,False,False,False,True,""
onscroll,XMLDocument,False,False,False,False,True,""
onsearch,XMLDocument,False,False,False,False,True,""
onseeked,XMLDocument,False,False,False,False,True,""
onseeking,XMLDocument,False,False,False,False,True,""
onselect,XMLDocument,False,False,False,False,True,""
onselectionchange,XMLDocument,False,False,False,False,True,""
onselectstart,XMLDocument,False,False,False,False,True,""
onstalled,XMLDocument,False,False,False,False,True,""
onsubmit,XMLDocument,False,False,False,False,True,""
onsuspend,XMLDocument,False,False,False,False,True,""
ontimeupdate,XMLDocument,False,False,False,False,True,""
onvolumechange,XMLDocument,False,False,False,False,True,""
onwaiting,XMLDocument,False,False,False,False,True,""
onwebkitfullscreenchange,XMLDocument,False,False,False,False,True,""
onwebkitfullscreenerror,XMLDocument,False,False,False,False,True,""
onwebkitmouseforcechanged,XMLDocument,False,False,False,False,True,""
onwebkitmouseforcedown,XMLDocument,False,False,False,False,True,""
onwebkitmouseforceup,XMLDocument,False,False,False,False,True,""
onwebkitmouseforcewillbegin,XMLDocument,False,False,False,False,True,""
onwheel,XMLDocument,False,False,False,False,True,""
origin,XMLDocument,False,False,False,False,True,""
preferredStylesheetSet,XMLDocument,False,False,False,False,True,""
prototype,XMLDocument,True,True,True,True,True,"dom,html51"
queryCommandEnabled,XMLDocument,False,False,False,False,True,""
queryCommandIndeterm,XMLDocument,False,False,False,False,True,""
queryCommandState,XMLDocument,False,False,False,False,True,""
queryCommandSupported,XMLDocument,False,False,False,False,True,""
queryCommandValue,XMLDocument,False,False,False,False,True,""
querySelector,XMLDocument,False,False,False,False,True,""
querySelectorAll,XMLDocument,False,False,False,False,True,""
readyState,XMLDocument,False,False,False,False,True,""
referrer,XMLDocument,False,False,False,False,True,""
scrollingElement,XMLDocument,False,False,False,False,True,""
selectedStylesheetSet,XMLDocument,False,False,False,False,True,""
styleSheets,XMLDocument,False,False,False,False,True,""
title,XMLDocument,False,False,False,False,True,""
URL,XMLDocument,False,False,False,False,True,""
visibilityState,XMLDocument,False,False,False,False,True,""
webkitCancelFullScreen,XMLDocument,False,False,False,False,True,""
webkitCurrentFullScreenElement,XMLDocument,False,False,False,False,True,""
webkitExitFullscreen,XMLDocument,False,False,False,False,True,""
webkitFullscreenElement,XMLDocument,False,False,False,False,True,""
webkitFullscreenEnabled,XMLDocument,False,False,False,False,True,""
webkitFullScreenKeyboardInputAllowed,XMLDocument,False,False,False,False,True,""
webkitGetNamedFlows,XMLDocument,False,False,False,False,True,""
webkitIsFullScreen,XMLDocument,False,False,False,False,True,""
xmlEncoding,XMLDocument,False,False,False,False,True,""
xmlStandalone,XMLDocument,False,False,False,False,True,""
xmlVersion,XMLDocument,False,False,False,False,True,""
abort,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
addEventListener,XMLHttpRequest,False,False,False,False,True,""
arguments,XMLHttpRequest,False,True,True,False,False,""
caller,XMLHttpRequest,False,True,True,False,False,""
constructor,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
create,XMLHttpRequest,False,True,False,False,False,""
dispatchEvent,XMLHttpRequest,False,False,False,False,True,""
DONE,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
getAllResponseHeaders,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
getResponseHeader,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
HEADERS_RECEIVED,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
length,XMLHttpRequest,True,False,True,True,True,"xhr,xmlhttprequest"
LOADING,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
mozAnon,XMLHttpRequest,False,False,False,True,False,""
mozSystem,XMLHttpRequest,False,False,False,True,False,""
msCaching,XMLHttpRequest,False,True,False,False,False,""
msCachingEnabled,XMLHttpRequest,False,True,False,False,False,""
name,XMLHttpRequest,True,True,True,True,False,"xhr,xmlhttprequest"
onabort,XMLHttpRequest,False,True,False,False,True,""
onerror,XMLHttpRequest,False,True,False,False,True,""
onload,XMLHttpRequest,False,True,False,False,True,""
onloadend,XMLHttpRequest,False,True,False,False,True,""
onloadstart,XMLHttpRequest,False,True,False,False,True,""
onprogress,XMLHttpRequest,False,True,False,False,True,""
onreadystatechange,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
ontimeout,XMLHttpRequest,False,True,False,False,True,""
open,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
OPENED,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
overrideMimeType,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
prototype,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
readyState,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
removeEventListener,XMLHttpRequest,False,False,False,False,True,""
response,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
responseBody,XMLHttpRequest,False,False,False,False,False,""
responseText,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
responseType,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
responseURL,XMLHttpRequest,True,False,True,True,True,"xhr"
responseXML,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
send,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
setRequestHeader,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
status,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
statusText,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
timeout,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
UNSENT,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
upload,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
withCredentials,XMLHttpRequest,True,True,True,True,True,"xhr,xmlhttprequest"
addEventListener,XMLHttpRequestUpload,False,False,False,False,True,""
arguments,XMLHttpRequestUpload,False,True,True,False,False,""
caller,XMLHttpRequestUpload,False,True,True,False,False,""
constructor,XMLHttpRequestUpload,True,True,True,True,True,"xhr,xmlhttprequest"
dispatchEvent,XMLHttpRequestUpload,False,False,False,False,True,""
length,XMLHttpRequestUpload,True,False,True,True,True,"xhr,xmlhttprequest"
name,XMLHttpRequestUpload,True,True,True,True,False,"xhr,xmlhttprequest"
onabort,XMLHttpRequestUpload,False,True,False,False,True,""
onerror,XMLHttpRequestUpload,False,True,False,False,True,""
onload,XMLHttpRequestUpload,False,True,False,False,True,""
onloadend,XMLHttpRequestUpload,False,True,False,False,True,""
onloadstart,XMLHttpRequestUpload,False,True,False,False,True,""
onprogress,XMLHttpRequestUpload,False,True,False,False,True,""
ontimeout,XMLHttpRequestUpload,False,True,False,False,False,""
prototype,XMLHttpRequestUpload,True,True,True,True,True,"xhr,xmlhttprequest"
removeEventListener,XMLHttpRequestUpload,False,False,False,False,True,""
arguments,XMLSerializer,False,True,True,False,False,""
caller,XMLSerializer,False,True,True,False,False,""
constructor,XMLSerializer,True,True,True,True,True,"dom-parsing"
length,XMLSerializer,True,False,True,True,True,"dom-parsing"
name,XMLSerializer,True,True,True,True,False,"dom-parsing"
prototype,XMLSerializer,True,True,True,True,True,"dom-parsing"
serializeToString,XMLSerializer,True,True,True,True,True,"dom-parsing"
arguments,XPathEvaluator,False,True,True,False,False,""
caller,XPathEvaluator,False,True,True,False,False,""
constructor,XPathEvaluator,True,True,True,True,True,"dom3xpath"
createExpression,XPathEvaluator,True,True,True,True,True,"dom3xpath"
createNSResolver,XPathEvaluator,True,True,True,True,True,"dom3xpath"
evaluate,XPathEvaluator,True,True,True,True,True,"dom3xpath"
length,XPathEvaluator,True,False,True,True,True,"dom3xpath"
name,XPathEvaluator,True,True,True,True,False,"dom3xpath"
prototype,XPathEvaluator,True,True,True,True,True,"dom3xpath"
arguments,XPathExpression,False,True,True,False,False,""
caller,XPathExpression,False,True,True,False,False,""
constructor,XPathExpression,True,True,True,True,True,"dom3xpath"
evaluate,XPathExpression,True,True,True,True,True,"dom3xpath"
length,XPathExpression,True,False,True,True,True,"dom3xpath"
name,XPathExpression,True,True,True,True,False,"dom3xpath"
prototype,XPathExpression,True,True,True,True,True,"dom3xpath"
constructor,XPathNamespace,True,False,False,False,False,"dom3xpath"
length,XPathNamespace,True,False,False,False,False,"dom3xpath"
name,XPathNamespace,True,False,False,False,False,"dom3xpath"
ownerElement,XPathNamespace,True,False,False,False,False,"dom3xpath"
prototype,XPathNamespace,True,False,False,False,False,"dom3xpath"
XPATH_NAMESPACE_NODE,XPathNamespace,True,False,False,False,False,"dom3xpath"
arguments,XPathNSResolver,False,True,False,False,False,""
caller,XPathNSResolver,False,True,False,False,False,""
constructor,XPathNSResolver,True,True,False,False,False,"dom3xpath"
length,XPathNSResolver,True,False,False,False,False,"dom3xpath"
lookupNamespaceURI,XPathNSResolver,True,True,False,False,False,"dom3xpath"
name,XPathNSResolver,True,True,False,False,False,"dom3xpath"
prototype,XPathNSResolver,True,True,False,False,False,"dom3xpath"
ANY_TYPE,XPathResult,True,True,True,True,True,"dom3xpath"
ANY_UNORDERED_NODE_TYPE,XPathResult,True,True,True,True,True,"dom3xpath"
arguments,XPathResult,False,True,True,False,False,""
BOOLEAN_TYPE,XPathResult,True,True,True,True,True,"dom3xpath"
booleanValue,XPathResult,True,True,True,True,True,"dom3xpath"
caller,XPathResult,False,True,True,False,False,""
constructor,XPathResult,True,True,True,True,True,"dom3xpath"
FIRST_ORDERED_NODE_TYPE,XPathResult,True,True,True,True,True,"dom3xpath"
invalidIteratorState,XPathResult,True,True,True,True,True,"dom3xpath"
iterateNext,XPathResult,True,True,True,True,True,"dom3xpath"
length,XPathResult,True,False,True,True,True,"dom3xpath"
name,XPathResult,True,True,True,True,False,"dom3xpath"
NUMBER_TYPE,XPathResult,True,True,True,True,True,"dom3xpath"
numberValue,XPathResult,True,True,True,True,True,"dom3xpath"
ORDERED_NODE_ITERATOR_TYPE,XPathResult,True,True,True,True,True,"dom3xpath"
ORDERED_NODE_SNAPSHOT_TYPE,XPathResult,True,True,True,True,True,"dom3xpath"
prototype,XPathResult,True,True,True,True,True,"dom3xpath"
resultType,XPathResult,True,True,True,True,True,"dom3xpath"
singleNodeValue,XPathResult,True,True,True,True,True,"dom3xpath"
snapshotItem,XPathResult,True,True,True,True,True,"dom3xpath"
snapshotLength,XPathResult,True,True,True,True,True,"dom3xpath"
STRING_TYPE,XPathResult,True,True,True,True,True,"dom3xpath"
stringValue,XPathResult,True,True,True,True,True,"dom3xpath"
UNORDERED_NODE_ITERATOR_TYPE,XPathResult,True,True,True,True,True,"dom3xpath"
UNORDERED_NODE_SNAPSHOT_TYPE,XPathResult,True,True,True,True,True,"dom3xpath"
arguments,ANGLE_instanced_arrays,False,True,False,False,False,""
caller,ANGLE_instanced_arrays,False,True,False,False,False,""
constructor,ANGLE_instanced_arrays,False,True,False,False,False,""
drawArraysInstancedANGLE,ANGLE_instanced_arrays,False,True,False,False,False,""
drawElementsInstancedANGLE,ANGLE_instanced_arrays,False,True,False,False,False,""
name,ANGLE_instanced_arrays,False,True,False,False,False,""
prototype,ANGLE_instanced_arrays,False,True,False,False,False,""
VERTEX_ATTRIB_ARRAY_DIVISOR_ANGLE,ANGLE_instanced_arrays,False,True,False,False,False,""
vertexAttribDivisorANGLE,ANGLE_instanced_arrays,False,True,False,False,False,""
arguments,Audio,False,True,True,False,False,""
caller,Audio,False,True,True,False,False,""
constructor,Audio,False,True,True,True,True,""
controller,Audio,False,False,False,False,True,""
length,Audio,False,False,True,True,True,""
name,Audio,False,True,True,True,False,""
prototype,Audio,False,True,True,True,True,""
arguments,ClientRect,False,True,True,False,False,""
bottom,ClientRect,False,True,True,False,True,""
caller,ClientRect,False,True,True,False,False,""
constructor,ClientRect,False,True,True,False,True,""
height,ClientRect,False,True,True,False,True,""
left,ClientRect,False,True,True,False,True,""
length,ClientRect,False,False,True,False,True,""
name,ClientRect,False,True,True,False,False,""
prototype,ClientRect,False,True,True,False,True,""
right,ClientRect,False,True,True,False,True,""
top,ClientRect,False,True,True,False,True,""
width,ClientRect,False,True,True,False,True,""
0,ClientRectList,False,True,True,False,True,""
arguments,ClientRectList,False,True,True,False,False,""
caller,ClientRectList,False,True,True,False,False,""
constructor,ClientRectList,False,True,True,False,False,""
item,ClientRectList,False,True,True,False,True,""
length,ClientRectList,False,True,True,False,True,""
name,ClientRectList,False,True,True,False,False,""
prototype,ClientRectList,False,True,True,False,True,""
arguments,CollectGarbage,False,True,False,False,False,""
caller,CollectGarbage,False,True,False,False,False,""
length,CollectGarbage,False,True,False,False,False,""
name,CollectGarbage,False,True,False,False,False,""
arguments,Console,False,True,False,False,False,""
assert,Console,False,True,False,False,False,""
caller,Console,False,True,False,False,False,""
clear,Console,False,True,False,False,False,""
constructor,Console,False,True,False,False,False,""
count,Console,False,True,False,False,False,""
debug,Console,False,True,False,False,False,""
dir,Console,False,True,False,False,False,""
dirxml,Console,False,True,False,False,False,""
error,Console,False,True,False,False,False,""
exception,Console,False,True,False,False,False,""
group,Console,False,True,False,False,False,""
groupCollapsed,Console,False,True,False,False,False,""
groupEnd,Console,False,True,False,False,False,""
info,Console,False,True,False,False,False,""
log,Console,False,True,False,False,False,""
name,Console,False,True,False,False,False,""
profile,Console,False,True,False,False,False,""
profileEnd,Console,False,True,False,False,False,""
prototype,Console,False,True,False,False,False,""
select,Console,False,True,False,False,False,""
table,Console,False,True,False,False,False,""
time,Console,False,True,False,False,False,""
timeEnd,Console,False,True,False,False,False,""
trace,Console,False,True,False,False,False,""
warn,Console,False,True,False,False,False,""
accuracy,Coordinates,False,True,False,False,False,""
altitude,Coordinates,False,True,False,False,False,""
altitudeAccuracy,Coordinates,False,True,False,False,False,""
arguments,Coordinates,False,True,False,False,False,""
caller,Coordinates,False,True,False,False,False,""
constructor,Coordinates,False,True,False,False,False,""
heading,Coordinates,False,True,False,False,False,""
latitude,Coordinates,False,True,False,False,False,""
longitude,Coordinates,False,True,False,False,False,""
name,Coordinates,False,True,False,False,False,""
prototype,Coordinates,False,True,False,False,False,""
speed,Coordinates,False,True,False,False,False,""
arguments,CryptoKeyPair,False,True,False,False,False,""
caller,CryptoKeyPair,False,True,False,False,False,""
constructor,CryptoKeyPair,False,True,False,False,False,""
name,CryptoKeyPair,False,True,False,False,False,""
privateKey,CryptoKeyPair,False,True,False,False,False,""
prototype,CryptoKeyPair,False,True,False,False,False,""
publicKey,CryptoKeyPair,False,True,False,False,False,""
debuggerEnabled,Debug,False,True,False,False,False,""
MS_ASYNC_CALLBACK_STATUS_ASSIGN_DELEGATE,Debug,False,True,False,False,False,""
MS_ASYNC_CALLBACK_STATUS_CANCEL,Debug,False,True,False,False,False,""
MS_ASYNC_CALLBACK_STATUS_CHOOSEANY,Debug,False,True,False,False,False,""
MS_ASYNC_CALLBACK_STATUS_ERROR,Debug,False,True,False,False,False,""
MS_ASYNC_CALLBACK_STATUS_JOIN,Debug,False,True,False,False,False,""
MS_ASYNC_OP_STATUS_CANCELED,Debug,False,True,False,False,False,""
MS_ASYNC_OP_STATUS_ERROR,Debug,False,True,False,False,False,""
MS_ASYNC_OP_STATUS_SUCCESS,Debug,False,True,False,False,False,""
msTraceAsyncCallbackCompleted,Debug,False,True,False,False,False,""
msTraceAsyncCallbackStarting,Debug,False,True,False,False,False,""
msTraceAsyncOperationCompleted,Debug,False,True,False,False,False,""
msTraceAsyncOperationStarting,Debug,False,True,False,False,False,""
msUpdateAsyncCallbackRelation,Debug,False,True,False,False,False,""
setNonUserCodeExceptions,Debug,False,True,False,False,False,""
write,Debug,False,True,False,False,False,""
writeln,Debug,False,True,False,False,False,""
arguments,DeviceAcceleration,False,True,False,False,False,""
caller,DeviceAcceleration,False,True,False,False,False,""
constructor,DeviceAcceleration,False,True,False,False,False,""
name,DeviceAcceleration,False,True,False,False,False,""
prototype,DeviceAcceleration,False,True,False,False,False,""
x,DeviceAcceleration,False,True,False,False,False,""
y,DeviceAcceleration,False,True,False,False,False,""
z,DeviceAcceleration,False,True,False,False,False,""
alpha,DeviceRotationRate,False,True,False,False,False,""
arguments,DeviceRotationRate,False,True,False,False,False,""
beta,DeviceRotationRate,False,True,False,False,False,""
caller,DeviceRotationRate,False,True,False,False,False,""
constructor,DeviceRotationRate,False,True,False,False,False,""
gamma,DeviceRotationRate,False,True,False,False,False,""
name,DeviceRotationRate,False,True,False,False,False,""
prototype,DeviceRotationRate,False,True,False,False,False,""
ABORT_ERR,DOMException,False,True,True,True,True,""
arguments,DOMException,False,True,True,False,False,""
caller,DOMException,False,True,True,False,False,""
code,DOMException,False,True,True,True,True,""
columnNumber,DOMException,False,False,False,True,False,""
constructor,DOMException,False,True,True,True,True,""
data,DOMException,False,False,False,True,False,""
DATA_CLONE_ERR,DOMException,False,True,True,True,True,""
DOMSTRING_SIZE_ERR,DOMException,False,True,True,True,True,""
filename,DOMException,False,False,False,True,False,""
HIERARCHY_REQUEST_ERR,DOMException,False,True,True,True,True,""
INDEX_SIZE_ERR,DOMException,False,True,True,True,True,""
INUSE_ATTRIBUTE_ERR,DOMException,False,True,True,True,True,""
INVALID_ACCESS_ERR,DOMException,False,True,True,True,True,""
INVALID_CHARACTER_ERR,DOMException,False,True,True,True,True,""
INVALID_MODIFICATION_ERR,DOMException,False,True,True,True,True,""
INVALID_NODE_TYPE_ERR,DOMException,False,True,True,True,True,""
INVALID_STATE_ERR,DOMException,False,True,True,True,True,""
length,DOMException,False,False,True,True,True,""
lineNumber,DOMException,False,False,False,True,False,""
message,DOMException,False,True,True,True,False,""
name,DOMException,False,True,True,True,False,""
NAMESPACE_ERR,DOMException,False,True,True,True,True,""
NETWORK_ERR,DOMException,False,True,True,True,True,""
NO_DATA_ALLOWED_ERR,DOMException,False,True,True,True,True,""
NO_MODIFICATION_ALLOWED_ERR,DOMException,False,True,True,True,True,""
NOT_FOUND_ERR,DOMException,False,True,True,True,True,""
